PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
24090431,SFARI Gene 2.0: a community-driven knowledgebase for the autism spectrum disorders (ASDs),"Abrahams BS, Arking DE, Campbell DB, Mefford HC, Morrow EM, Weiss LA, Menashe I, Wadkins T, Banerjee-Basu S, Packer A.",Mol Autism. 2013 Oct 3;4(1):36. doi: 10.1186/2040-2392-4-36.,Abrahams BS,Mol Autism,2013,2013-10-05,PMC3851189,,10.1186/2040-2392-4-36
24068962,Meta-analysis of genome-wide association studies identifies six new Loci for serum calcium concentrations,"O'Seaghdha CM, Wu H, Yang Q, Kapur K, Guessous I, Zuber AM, Köttgen A, Stoudmann C, Teumer A, Kutalik Z, Mangino M, Dehghan A, Zhang W, Eiriksdottir G, Li G, Tanaka T, Portas L, Lopez LM, Hayward C, Lohman K, Matsuda K, Padmanabhan S, Firsov D, Sorice R, Ulivi S, Brockhaus AC, Kleber ME, Mahajan A, Ernst FD, Gudnason V, Launer LJ, Mace A, Boerwinckle E, Arking DE, Tanikawa C, Nakamura Y, Brown MJ, Gaspoz JM, Theler JM, Siscovick DS, Psaty BM, Bergmann S, Vollenweider P, Vitart V, Wright AF, Zemunik T, Boban M, Kolcic I, Navarro P, Brown EM, Estrada K, Ding J, Harris TB, Bandinelli S, Hernandez D, Singleton AB, Girotto G, Ruggiero D, d'Adamo AP, Robino A, Meitinger T, Meisinger C, Davies G, Starr JM, Chambers JC, Boehm BO, Winkelmann BR, Huang J, Murgia F, Wild SH, Campbell H, Morris AP, Franco OH, Hofman A, Uitterlinden AG, Rivadeneira F, Völker U, Hannemann A, Biffar R, Hoffmann W, Shin SY, Lescuyer P, Henry H, Schurmann C; SUNLIGHT Consortium; GEFOS Consortium; Munroe PB, Gasparini P, Pirastu N, Ciullo M, Gieger C, März W, Lind L, Spector TD, Smith AV, Rudan I, Wilson JF, Polasek O, Deary IJ, Pirastu M, et al.",PLoS Genet. 2013;9(9):e1003796. doi: 10.1371/journal.pgen.1003796. Epub 2013 Sep 19.,O'Seaghdha CM,PLoS Genet,2013,2013-09-27,PMC3778004,,10.1371/journal.pgen.1003796
24048004,Epigenetic memory emerging from integrated transcription bursts,"Kurz V, Nelson EM, Perry N, Timp W, Timp G.",Biophys J. 2013 Sep 17;105(6):1526-32. doi: 10.1016/j.bpj.2013.08.010.,Kurz V,Biophys J,2013,2013-09-20,PMC3785891,,10.1016/j.bpj.2013.08.010
24555089,Thousands of exon skipping events differentiate among splicing patterns in sixteen human tissues,"Florea L, Song L, Salzberg SL.",F1000Res. 2013 Sep 16;2:188. doi: 10.12688/f1000research.2-188.v2. eCollection 2013.,Florea L,F1000Res,2013,2014-02-25,PMC3892928,,10.12688/f1000research.2-188.v2
24058526,Genome-wide meta-analysis of systolic blood pressure in children with sickle cell disease,"Bhatnagar P, Barron-Casella E, Bean CJ, Milton JN, Baldwin CT, Steinberg MH, Debaun M, Casella JF, Arking DE.",PLoS One. 2013 Sep 13;8(9):e74193. doi: 10.1371/journal.pone.0074193. eCollection 2013.,Bhatnagar P,PLoS One,2013,2013-09-24,PMC3772989,,10.1371/journal.pone.0074193
24023741,Insights into the loblolly pine genome: characterization of BAC and fosmid sequences,"Wegrzyn JL, Lin BY, Zieve JJ, Dougherty WM, Martínez-García PJ, Koriabine M, Holtz-Morris A, deJong P, Crepeau M, Langley CH, Puiu D, Salzberg SL, Neale DB, Stevens KA.",PLoS One. 2013 Sep 4;8(9):e72439. doi: 10.1371/journal.pone.0072439. eCollection 2013.,Wegrzyn JL,PLoS One,2013,2013-09-12,PMC3762812,,10.1371/journal.pone.0072439
24524156,Genome-guided transcriptome assembly in the age of next-generation sequencing,"Florea LD, Salzberg SL.",IEEE/ACM Trans Comput Biol Bioinform. 2013 Sep-Oct;10(5):1234-40. doi: 10.1109/tcbb.2013.140.,Florea LD,IEEE/ACM Trans Comput Biol Bioinform,2013,2014-02-14,PMC4086730,NIHMS594749,10.1109/tcbb.2013.140
,PS1-1a: Use of the CER Hub to Identify Out-of-Control Asthma and Compare Therapeutic Classes of Step-Up Asthma Medications in Clinical Practice,"Mularski R, McBurnie M, Schatz M, Krishnan J, Puro J, Williams A, Au D, Hazlehurst B.",Clin Med Res. 2013 Sep;11(3):143. doi: 10.3121/cmr.2013.1176.ps1-1a.,Mularski R,Clin Med Res,2013,,PMC3788482,,10.3121/cmr.2013.1176.ps1-1a
24000956,Measuring cell-type specific differential methylation in human brain tissue,"Montaño CM, Irizarry RA, Kaufmann WE, Talbot K, Gur RE, Feinberg AP, Taub MA.",Genome Biol. 2013 Aug 30;14(8):R94. doi: 10.1186/gb-2013-14-8-r94.,Montaño CM,Genome Biol,2013,2013-09-05,PMC4054676,,10.1186/gb-2013-14-8-r94
23990416,The MaSuRCA genome assembler,"Zimin AV, Marçais G, Puiu D, Roberts M, Salzberg SL, Yorke JA.",Bioinformatics. 2013 Nov 1;29(21):2669-77. doi: 10.1093/bioinformatics/btt476. Epub 2013 Aug 29.,Zimin AV,Bioinformatics,2013,2013-08-31,PMC3799473,,10.1093/bioinformatics/btt476
24013487,"The COMBREX project: design, methodology, and initial results","Anton BP, Chang YC, Brown P, Choi HP, Faller LL, Guleria J, Hu Z, Klitgord N, Levy-Moonshine A, Maksad A, Mazumdar V, McGettrick M, Osmani L, Pokrzywa R, Rachlin J, Swaminathan R, Allen B, Housman G, Monahan C, Rochussen K, Tao K, Bhagwat AS, Brenner SE, Columbus L, de Crécy-Lagard V, Ferguson D, Fomenkov A, Gadda G, Morgan RD, Osterman AL, Rodionov DA, Rodionova IA, Rudd KE, Söll D, Spain J, Xu SY, Bateman A, Blumenthal RM, Bollinger JM, Chang WS, Ferrer M, Friedberg I, Galperin MY, Gobeill J, Haft D, Hunt J, Karp P, Klimke W, Krebs C, Macelis D, Madupu R, Martin MJ, Miller JH, O'Donovan C, Palsson B, Ruch P, Setterdahl A, Sutton G, Tate J, Yakunin A, Tchigvintsev D, Plata G, Hu J, Greiner R, Horn D, Sjölander K, Salzberg SL, Vitkup D, Letovsky S, Segrè D, DeLisi C, Roberts RJ, Steffen M, Kasif S.",PLoS Biol. 2013;11(8):e1001638. doi: 10.1371/journal.pbio.1001638. Epub 2013 Aug 27.,Anton BP,PLoS Biol,2013,2013-09-10,PMC3754883,,10.1371/journal.pbio.1001638
23974870,Defining the disease liability of variants in the cystic fibrosis transmembrane conductance regulator gene,"Sosnay PR, Siklosi KR, Van Goor F, Kaniecki K, Yu H, Sharma N, Ramalho AS, Amaral MD, Dorfman R, Zielenski J, Masica DL, Karchin R, Millen L, Thomas PJ, Patrinos GP, Corey M, Lewis MH, Rommens JM, Castellani C, Penland CM, Cutting GR.",Nat Genet. 2013 Oct;45(10):1160-7. doi: 10.1038/ng.2745. Epub 2013 Aug 25.,Sosnay PR,Nat Genet,2013,2013-08-27,PMC3874936,NIHMS512446,10.1038/ng.2745
23958185,Early innate immunity determines outcome of Mycobacterium tuberculosis pulmonary infection in rabbits,"Subbian S, Bandyopadhyay N, Tsenova L, O'Brien P, Khetani V, Kushner NL, Peixoto B, Soteropoulos P, Bader JS, Karakousis PC, Fallows D, Kaplan G.",Cell Commun Signal. 2013 Aug 19;11:60. doi: 10.1186/1478-811X-11-60.,Subbian S,Cell Commun Signal,2013,2013-08-21,PMC3765177,,10.1186/1478-811X-11-60
23933821,Genetic relationship between five psychiatric disorders estimated from genome-wide SNPs,"Cross-Disorder Group of the Psychiatric Genomics Consortium; Lee SH, Ripke S, Neale BM, Faraone SV, Purcell SM, Perlis RH, Mowry BJ, Thapar A, Goddard ME, Witte JS, Absher D, Agartz I, Akil H, Amin F, Andreassen OA, Anjorin A, Anney R, Anttila V, Arking DE, Asherson P, Azevedo MH, Backlund L, Badner JA, Bailey AJ, Banaschewski T, Barchas JD, Barnes MR, Barrett TB, Bass N, Battaglia A, Bauer M, Bayés M, Bellivier F, Bergen SE, Berrettini W, Betancur C, Bettecken T, Biederman J, Binder EB, Black DW, Blackwood DH, Bloss CS, Boehnke M, Boomsma DI, Breen G, Breuer R, Bruggeman R, Cormican P, Buccola NG, Buitelaar JK, Bunney WE, Buxbaum JD, Byerley WF, Byrne EM, Caesar S, Cahn W, Cantor RM, Casas M, Chakravarti A, Chambert K, Choudhury K, Cichon S, Cloninger CR, Collier DA, Cook EH, Coon H, Cormand B, Corvin A, Coryell WH, Craig DW, Craig IW, Crosbie J, Cuccaro ML, Curtis D, Czamara D, Datta S, Dawson G, Day R, De Geus EJ, Degenhardt F, Djurovic S, Donohoe GJ, Doyle AE, Duan J, Dudbridge F, Duketis E, Ebstein RP, Edenberg HJ, Elia J, Ennis S, Etain B, Fanous A, Farmer AE, Ferrier IN, Flickinger M, Fombonne E, Foroud T, Frank J, Franke B, et al.",Nat Genet. 2013 Sep;45(9):984-94. doi: 10.1038/ng.2711. Epub 2013 Aug 11.,Cross-Disorder Group of the Psychiatric Genomics Consortium,Nat Genet,2013,2013-08-13,PMC3800159,NIHMS516146,10.1038/ng.2711
23926200,Mutational signature of aristolochic acid exposure as revealed by whole-exome sequencing,"Hoang ML, Chen CH, Sidorenko VS, He J, Dickman KG, Yun BH, Moriya M, Niknafs N, Douville C, Karchin R, Turesky RJ, Pu YS, Vogelstein B, Papadopoulos N, Grollman AP, Kinzler KW, Rosenquist TA.",Sci Transl Med. 2013 Aug 7;5(197):197ra102. doi: 10.1126/scitranslmed.3006200.,Hoang ML,Sci Transl Med,2013,2013-08-09,PMC3973132,NIHMS530774,10.1126/scitranslmed.3006200
23900255,Computational approaches to identify functional genetic variants in cancer genomes,"Gonzalez-Perez A, Mustonen V, Reva B, Ritchie GR, Creixell P, Karchin R, Vazquez M, Fink JL, Kassahn KS, Pearson JV, Bader GD, Boutros PC, Muthuswamy L, Ouellette BF, Reimand J, Linding R, Shibata T, Valencia A, Butler A, Dronov S, Flicek P, Shannon NB, Carter H, Ding L, Sander C, Stuart JM, Stein LD, Lopez-Bigas N; International Cancer Genome Consortium Mutation Pathways and Consequences Subgroup of the Bioinformatics Analyses Working Group.",Nat Methods. 2013 Aug;10(8):723-9. doi: 10.1038/nmeth.2562.,Gonzalez-Perez A,Nat Methods,2013,2013-08-01,PMC3919555,NIHMS543406,10.1038/nmeth.2562
23901115,Whole-genome sequencing identifies a recurrent functional synonymous mutation in melanoma,"Gartner JJ, Parker SC, Prickett TD, Dutton-Regester K, Stitzel ML, Lin JC, Davis S, Simhadri VL, Jha S, Katagiri N, Gotea V, Teer JK, Wei X, Morken MA, Bhanot UK; NISC Comparative Sequencing Program; Chen G, Elnitski LL, Davies MA, Gershenwald JE, Carter H, Karchin R, Robinson W, Robinson S, Rosenberg SA, Collins FS, Parmigiani G, Komar AA, Kimchi-Sarfaty C, Hayward NK, Margulies EH, Samuels Y.",Proc Natl Acad Sci U S A. 2013 Aug 13;110(33):13481-6. doi: 10.1073/pnas.1304227110. Epub 2013 Jul 30.,Gartner JJ,Proc Natl Acad Sci U S A,2013,2013-08-01,PMC3746936,,10.1073/pnas.1304227110
23935874,Fast association tests for genes with FAST,"Chanda P, Huang H, Arking DE, Bader JS.",PLoS One. 2013 Jul 23;8(7):e68585. doi: 10.1371/journal.pone.0068585. Print 2013.,Chanda P,PLoS One,2013,2013-08-13,PMC3720833,,10.1371/journal.pone.0068585
23870653,Assemblathon 2: evaluating de novo methods of genome assembly in three vertebrate species,"Bradnam KR, Fass JN, Alexandrov A, Baranay P, Bechner M, Birol I, Boisvert S, Chapman JA, Chapuis G, Chikhi R, Chitsaz H, Chou WC, Corbeil J, Del Fabbro C, Docking TR, Durbin R, Earl D, Emrich S, Fedotov P, Fonseca NA, Ganapathy G, Gibbs RA, Gnerre S, Godzaridis E, Goldstein S, Haimel M, Hall G, Haussler D, Hiatt JB, Ho IY, Howard J, Hunt M, Jackman SD, Jaffe DB, Jarvis ED, Jiang H, Kazakov S, Kersey PJ, Kitzman JO, Knight JR, Koren S, Lam TW, Lavenier D, Laviolette F, Li Y, Li Z, Liu B, Liu Y, Luo R, Maccallum I, Macmanes MD, Maillet N, Melnikov S, Naquin D, Ning Z, Otto TD, Paten B, Paulo OS, Phillippy AM, Pina-Martins F, Place M, Przybylski D, Qin X, Qu C, Ribeiro FJ, Richards S, Rokhsar DS, Ruby JG, Scalabrin S, Schatz MC, Schwartz DC, Sergushichev A, Sharpe T, Shaw TI, Shendure J, Shi Y, Simpson JT, Song H, Tsarev F, Vezzi F, Vicedomini R, Vieira BM, Wang J, Worley KC, Yin S, Yiu SM, Yuan J, Zhang G, Zhang H, Zhou S, Korf IF.",Gigascience. 2013 Jul 22;2(1):10. doi: 10.1186/2047-217X-2-10.,Bradnam KR,Gigascience,2013,2013-07-23,PMC3844414,,10.1186/2047-217X-2-10
23874524,Normalizing RNA-sequencing data by modeling hidden covariates with prior knowledge,"Mostafavi S, Battle A, Zhu X, Urban AE, Levinson D, Montgomery SB, Koller D.",PLoS One. 2013 Jul 18;8(7):e68141. doi: 10.1371/journal.pone.0068141. Print 2013.,Mostafavi S,PLoS One,2013,2013-07-23,PMC3715474,,10.1371/journal.pone.0068141
23872693,The QT interval and risk of incident atrial fibrillation,"Mandyam MC, Soliman EZ, Alonso A, Dewland TA, Heckbert SR, Vittinghoff E, Cummings SR, Ellinor PT, Chaitman BR, Stocke K, Applegate WB, Arking DE, Butler J, Loehr LR, Magnani JW, Murphy RA, Satterfield S, Newman AB, Marcus GM.",Heart Rhythm. 2013 Oct;10(10):1562-8. doi: 10.1016/j.hrthm.2013.07.023. Epub 2013 Jul 18.,Mandyam MC,Heart Rhythm,2013,2013-07-23,PMC3787974,NIHMS507771,10.1016/j.hrthm.2013.07.023
23822731,The advantages of SMRT sequencing,"Roberts RJ, Carneiro MO, Schatz MC.",Genome Biol. 2013 Jul 3;14(7):405. doi: 10.1186/gb-2013-14-6-405.,Roberts RJ,Genome Biol,2013,2013-07-05,PMC3953343,,10.1186/gb-2013-14-6-405
,The advantages of SMRT sequencing,"Roberts RJ, Carneiro MO, Schatz MC.",Genome Biol. 2013;14(6):405. doi: 10.1186/gb-2013-14-6-405. Epub 2013 Jul 3.,Roberts RJ,Genome Biol,2013,,PMC3706782,,10.1186/gb-2013-14-6-405
24920863,"The DNA Data Deluge: Fast, efficient genome sequencing machines are spewing out more data than geneticists can analyze","Schatz MC, Langmead B.",IEEE Spectr. 2013 Jul;50(7):26-33. doi: 10.1109/MSPEC.2013.6545119.,Schatz MC,IEEE Spectr,2013,2014-06-13,PMC4048922,NIHMS563699,10.1109/MSPEC.2013.6545119
23809492,The DNA60IFX contest,"Schatz MC, Taylor J, Schelhorn SE.",Genome Biol. 2013 Jun 28;14(6):124. doi: 10.1186/gb-2013-14-6-124.,Schatz MC,Genome Biol,2013,2013-07-02,PMC3706964,,10.1186/gb-2013-14-6-124
23840741,A Novel Stratification Method in Linkage Studies to Address Inter- and Intra-Family Heterogeneity in Autism,"Talebizadeh Z, Arking DE, Hu VW.",PLoS One. 2013 Jun 26;8(6):e67569. doi: 10.1371/journal.pone.0067569. Print 2013.,Talebizadeh Z,PLoS One,2013,2013-07-11,PMC3694043,,10.1371/journal.pone.0067569
23796049,Open access to tree genomes: the path to a better forest,"Neale DB, Langley CH, Salzberg SL, Wegrzyn JL.",Genome Biol. 2013 Jun 24;14(6):120. doi: 10.1186/gb-2013-14-6-120.,Neale DB,Genome Biol,2013,2013-06-26,PMC3706761,,10.1186/gb-2013-14-6-120
23793516,"MuPIT interactive: webserver for mapping variant positions to annotated, interactive 3D structures","Niknafs N, Kim D, Kim R, Diekhans M, Ryan M, Stenson PD, Cooper DN, Karchin R.",Hum Genet. 2013 Nov;132(11):1235-43. doi: 10.1007/s00439-013-1325-0. Epub 2013 Jun 23.,Niknafs N,Hum Genet,2013,2013-06-25,PMC3797853,NIHMS497682,10.1007/s00439-013-1325-0
23771147,kmer-SVM: a web server for identifying predictive regulatory sequence features in genomic data sets,"Fletez-Brant C, Lee D, McCallion AS, Beer MA.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W544-56. doi: 10.1093/nar/gkt519. Epub 2013 Jun 14.,Fletez-Brant C,Nucleic Acids Res,2013,2013-06-18,PMC3692045,,10.1093/nar/gkt519
23769673,TRIB2 acts downstream of Wnt/TCF in liver cancer cells to regulate YAP and C/EBPα function,"Wang J, Park JS, Wei Y, Rajurkar M, Cotton JL, Fan Q, Lewis BC, Ji H, Mao J.",Mol Cell. 2013 Jul 25;51(2):211-25. doi: 10.1016/j.molcel.2013.05.013. Epub 2013 Jun 13.,Wang J,Mol Cell,2013,2013-06-18,PMC4007693,NIHMS512899,10.1016/j.molcel.2013.05.013
23760024,Cancer as a dysregulated epigenome allowing cellular growth advantage at the expense of the host,"Timp W, Feinberg AP.",Nat Rev Cancer. 2013 Jul;13(7):497-510. doi: 10.1038/nrc3486. Epub 2013 Jun 13.,Timp W,Nat Rev Cancer,2013,2013-06-14,PMC4636434,NIHMS724762,10.1038/nrc3486
23758851,ChIPXpress: using publicly available gene expression data to improve ChIP-seq and ChIP-chip target gene ranking,"Wu G, Ji H.",BMC Bioinformatics. 2013 Jun 10;14:188. doi: 10.1186/1471-2105-14-188.,Wu G,BMC Bioinformatics,2013,2013-06-14,PMC3684512,,10.1186/1471-2105-14-188
23819870,Identifying Mendelian disease genes with the variant effect scoring tool,"Carter H, Douville C, Stenson PD, Cooper DN, Karchin R.",BMC Genomics. 2013;14 Suppl 3(Suppl 3):S3. doi: 10.1186/1471-2164-14-S3-S3. Epub 2013 May 28.,Carter H,BMC Genomics,2013,2013-07-04,PMC3665549,,10.1186/1471-2164-14-S3-S3
23677903,Association between baseline fetal hemoglobin levels and incidence of severe vaso-occlusive pain episodes in children with sickle cell anemia,"Bhatnagar P, Keefer JR, Casella JF, Barron-Casella EA, Bean CJ, Hooper CW, Payne AB, Arking DE, Debaun MR.",Pediatr Blood Cancer. 2013 Oct;60(10):E125-7. doi: 10.1002/pbc.24588. Epub 2013 May 15.,Bhatnagar P,Pediatr Blood Cancer,2013,2013-05-17,PMC4387562,NIHMS676756,10.1002/pbc.24588
23665771,GAGE-B: an evaluation of genome assemblers for bacterial organisms,"Magoc T, Pabinger S, Canzar S, Liu X, Su Q, Puiu D, Tallon LJ, Salzberg SL.",Bioinformatics. 2013 Jul 15;29(14):1718-25. doi: 10.1093/bioinformatics/btt273. Epub 2013 May 10.,Magoc T,Bioinformatics,2013,2013-05-14,PMC3702249,,10.1093/bioinformatics/btt273
23663246,Genome of the long-living sacred lotus (Nelumbo nucifera Gaertn.),"Ming R, VanBuren R, Liu Y, Yang M, Han Y, Li LT, Zhang Q, Kim MJ, Schatz MC, Campbell M, Li J, Bowers JE, Tang H, Lyons E, Ferguson AA, Narzisi G, Nelson DR, Blaby-Haas CE, Gschwend AR, Jiao Y, Der JP, Zeng F, Han J, Min XJ, Hudson KA, Singh R, Grennan AK, Karpowicz SJ, Watling JR, Ito K, Robinson SA, Hudson ME, Yu Q, Mockler TC, Carroll A, Zheng Y, Sunkar R, Jia R, Chen N, Arro J, Wai CM, Wafula E, Spence A, Han Y, Xu L, Zhang J, Peery R, Haus MJ, Xiong W, Walsh JA, Wu J, Wang ML, Zhu YJ, Paull RE, Britt AB, Du C, Downie SR, Schuler MA, Michael TP, Long SP, Ort DR, Schopf JW, Gang DR, Jiang N, Yandell M, dePamphilis CW, Merchant SS, Paterson AH, Buchanan BB, Li S, Shen-Miller J.",Genome Biol. 2013 May 10;14(5):R41. doi: 10.1186/gb-2013-14-5-r41.,Ming R,Genome Biol,2013,2013-05-14,PMC4053705,,10.1186/gb-2013-14-5-r41
23651518,Sixty years of genome biology,"Doolittle WF, Fraser P, Gerstein MB, Graveley BR, Henikoff S, Huttenhower C, Oshlack A, Ponting CP, Rinn JL, Schatz MC, Ule J, Weigel D, Weinstock GM.",Genome Biol. 2013 Apr 25;14(4):113. doi: 10.1186/gb-2013-14-4-113.,Doolittle WF,Genome Biol,2013,2013-05-09,PMC3663092,,10.1186/gb-2013-14-4-113
23618408,"TopHat2: accurate alignment of transcriptomes in the presence of insertions, deletions and gene fusions","Kim D, Pertea G, Trapnell C, Pimentel H, Kelley R, Salzberg SL.",Genome Biol. 2013 Apr 25;14(4):R36. doi: 10.1186/gb-2013-14-4-r36.,Kim D,Genome Biol,2013,2013-04-27,PMC4053844,,10.1186/gb-2013-14-4-r36
23583979,Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders,"den Hoed M, Eijgelsheim M, Esko T, Brundel BJ, Peal DS, Evans DM, Nolte IM, Segrè AV, Holm H, Handsaker RE, Westra HJ, Johnson T, Isaacs A, Yang J, Lundby A, Zhao JH, Kim YJ, Go MJ, Almgren P, Bochud M, Boucher G, Cornelis MC, Gudbjartsson D, Hadley D, van der Harst P, Hayward C, den Heijer M, Igl W, Jackson AU, Kutalik Z, Luan J, Kemp JP, Kristiansson K, Ladenvall C, Lorentzon M, Montasser ME, Njajou OT, O'Reilly PF, Padmanabhan S, St Pourcain B, Rankinen T, Salo P, Tanaka T, Timpson NJ, Vitart V, Waite L, Wheeler W, Zhang W, Draisma HH, Feitosa MF, Kerr KF, Lind PA, Mihailov E, Onland-Moret NC, Song C, Weedon MN, Xie W, Yengo L, Absher D, Albert CM, Alonso A, Arking DE, de Bakker PI, Balkau B, Barlassina C, Benaglio P, Bis JC, Bouatia-Naji N, Brage S, Chanock SJ, Chines PS, Chung M, Darbar D, Dina C, Dörr M, Elliott P, Felix SB, Fischer K, Fuchsberger C, de Geus EJ, Goyette P, Gudnason V, Harris TB, Hartikainen AL, Havulinna AS, Heckbert SR, Hicks AA, Hofman A, Holewijn S, Hoogstra-Berends F, Hottenga JJ, Jensen MK, Johansson A, Junttila J, Kääb S, Kanon B, Ketkar S, Khaw KT, Knowles JW, Kooner AS, et al.",Nat Genet. 2013 Jun;45(6):621-31. doi: 10.1038/ng.2610. Epub 2013 Apr 14.,den Hoed M,Nat Genet,2013,2013-04-16,PMC3696959,NIHMS473857,10.1038/ng.2610
23734605,CLASS: constrained transcript assembly of RNA-seq reads,"Song L, Florea L.",BMC Bioinformatics. 2013;14 Suppl 5(Suppl 5):S14. doi: 10.1186/1471-2105-14-S5-S14. Epub 2013 Apr 10.,Song L,BMC Bioinformatics,2013,2013-06-06,PMC3622639,,10.1186/1471-2105-14-S5-S14
23569280,Differential principal component analysis of ChIP-seq,"Ji H, Li X, Wang QF, Ning Y.",Proc Natl Acad Sci U S A. 2013 Apr 23;110(17):6789-94. doi: 10.1073/pnas.1204398110. Epub 2013 Apr 8.,Ji H,Proc Natl Acad Sci U S A,2013,2013-04-10,PMC3637734,,10.1073/pnas.1204398110
23704852,Allergic bronchopulmonary aspergillosis presenting as chronic cough in an elderly woman without previously documented asthma,"Roth R, Schatz M.",Perm J. 2013 Spring;17(2):e103-8. doi: 10.7812/TPP/12-051.,Roth R,Perm J,2013,2013-05-25,PMC3662291,,10.7812/TPP/12-051
23630638,Nonmedical-grade Injections of Permanent Fillers: Medical and Medicolegal Considerations,"Styperek A, Bayers S, Beer M, Beer K.",J Clin Aesthet Dermatol. 2013 Apr;6(4):22-9.,Styperek A,J Clin Aesthet Dermatol,2013,2013-05-01,PMC3638855,,
23651812,Sequestration: inadvertently killing biomedical research to score political points,"Leek JT, Salzberg SL.",Genome Biol. 2013 Mar 27;14(3):109. doi: 10.1186/gb-2013-14-3-109.,Leek JT,Genome Biol,2013,2013-05-09,PMC3663088,,10.1186/gb-2013-14-3-109
24303253,3D Sensing Algorithms Towards Building an Intelligent Intensive Care Unit,"Lea C, Facker J, Hager G, Taylor R, Saria S.",AMIA Jt Summits Transl Sci Proc. 2013 Mar 18;2013:136-40. eCollection 2013.,Lea C,AMIA Jt Summits Transl Sci Proc,2013,2013-12-05,PMC3845759,,
